"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
-35000,6500,10,10.9474264705882,"yes","Black","Female",12
68,17420.7361516035,7,9,"yes","Black","Female",1
-3250,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",8
-1250,17420.7361516035,12,10.9474264705882,"yes","Black","Female",1
3357492.5,37500,19,19,"no","Black","Male",74
-62500,37500,16,16,"no","Black","Female",25
3000,17420.7361516035,12,12,"yes","Black","Female",1
260500,8500,10,6,"no","Black","Female",32
568000,3500,8,7,"yes","Black","Male",39
0,17420.7361516035,12,12,"yes","Black","Female",1
-2006.5,17500,9,10.9474264705882,"no","Black","Female",8
150543,17500,9,7,"no","Black","Female",8
194200,5500,5,4,"yes","Black","Female",24
97786,12500,12,10.9474264705882,"no","Black","Female",63
-2250,12500,6,8,"no","Black","Male",9
-325,17420.7361516035,7,10,"yes","Black","Female",1
-60837.5,3500,8,0,"yes","Black","Female",12
3340,2500,3,10.9474264705882,"yes","Black","Female",17
335000,17420.7361516035,12,12,"yes","Black","Male",52
465850,17500,7,10.9474264705882,"no","Black","Male",34
144600,12500,9,12,"no","Black","Female",12
0,1500,8,10.9474264705882,"yes","Black","Female",11
710896,17420.7361516035,10,12,"yes","Black","Female",11
70,3500,12,10.9474264705882,"yes","Black","Male",2
63750,9500,9,10.9474264705882,"yes","Black","Female",3
0,17420.7361516035,9,11,"yes","Black","Female",11
42000,5500,12,12,"yes","Black","Female",13
-5850,5500,5,8,"yes","Black","Female",23
0,12500,7,2,"no","Black","Female",4
1300,12500,7,1,"no","Black","Male",7
92200,4500,11,10.9474264705882,"yes","Black","Female",42
1000,5500,11,6,"yes","Black","Male",72
149000,3500,10,6,"yes","Black","Male",49
6000,12500,11,8,"no","Black","Female",13
113050,12500,11,9,"no","Black","Male",20
160950,12500,11,9,"no","Black","Male",7
0,4500,10.8690857046641,10.9474264705882,"yes","Black","Male",5
0,17420.7361516035,5,2,"yes","Black","Female",1
-475,17420.7361516035,6,10.9474264705882,"yes","Black","Female",5
10,3500,7,10.9474264705882,"yes","Black","Male",3
3500,5500,9,6,"yes","Black","Female",59
1000,7500,10,0,"yes","Black","Female",71
1727,7500,10,0,"yes","Black","Female",12
0,2500,6,4,"yes","Black","Female",5
-17347.5,17420.7361516035,10,9,"yes","Black","Male",4
-15650,9500,8,9,"yes","Black","Male",9
109300,17420.7361516035,9,12,"yes","Black","Female",6
38187.5,9500,16,16,"yes","Black","Male",29
86975,37500,17,17,"no","Black","Female",44
71100,22500,10,8,"no","Black","Male",9
0,6500,0,11,"yes","Black","Female",7
193072.5,6500,10,8,"yes","Black","Female",30
12000,4500,9,10.9474264705882,"yes","Black","Female",28
109900,500,8,8,"yes","Black","Female",6
11050,500,8,8,"yes","Black","Female",23
25000,17420.7361516035,12,8,"yes","Black","Female",7
354000,6500,10,10.9474264705882,"yes","Black","Female",11
201000,4500,11,12,"yes","Black","Male",9
54000,1500,10,10.9474264705882,"yes","Black","Female",12
27900,5500,6,4,"yes","Black","Female",19
5659,1500,10,10,"yes","Black","Female",6
31750,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",10
-14350,5500,12,10.9474264705882,"yes","Black","Male",16
45200,5500,12,10.9474264705882,"no","Black","Male",4
43900,17420.7361516035,7,8,"yes","Black","Male",4
73500,4500,6,10.9474264705882,"yes","Black","Female",18
8500,3500,7,10.9474264705882,"yes","Black","Female",5
59450,2500,10,10,"yes","Black","Female",25
69100,6500,8,9,"yes","Black","Female",5
0,6500,7,9,"yes","Black","Male",6
36250,4500,11,3,"yes","Black","Male",1
47050,5500,11,3,"yes","Black","Female",5
162800,5500,11,10.9474264705882,"yes","Black","Female",15
1500,1500,4,10.9474264705882,"yes","Black","Female",5
0,1500,4,10.9474264705882,"yes","Black","Female",1
228400,3500,11,10.9474264705882,"yes","Black","Female",16
13100,1500,10,12,"yes","Black","Female",1
0,1500,10.8690857046641,10.9474264705882,"yes","Black","Female",1
32102.5,2500,10,8,"yes","Black","Female",16
-3100,2500,8,7,"yes","Black","Female",13
38250,2500,8,7,"yes","Black","Female",5
-875,12500,11,7,"no","Black","Female",10
374575,12500,11,7,"no","Black","Female",27
2500,17420.7361516035,11,10.9474264705882,"yes","Black","Female",4
21400,17420.7361516035,11,10.9474264705882,"yes","Black","Female",17
71250,17420.7361516035,3,6,"yes","Black","Female",10
39400,7500,10.8690857046641,10.9474264705882,"yes","Black","Female",26
37575,7500,10,10.9474264705882,"yes","Black","Male",6
35000,17500,10.8690857046641,10.9474264705882,"no","White","Female",3
1750,6500,10.8690857046641,10.9474264705882,"yes","Black","Male",1
1250,0,11,11,"yes","Black","Female",4
25000,1500,11,10.9474264705882,"yes","Black","Female",12
0,5500,9,10.9474264705882,"yes","Black","Female",1
79250,17420.7361516035,3,9,"yes","Black","Male",1
130600,17500,11,12,"no","White","Female",8
0,8500,12,12,"yes","Black","Male",2
-2892,17420.7361516035,4,4,"yes","Black","Female",1
19000,17420.7361516035,4,4,"yes","Black","Female",2
-9850,2500,10,7,"yes","Black","Female",3
21400,2500,10,7,"yes","Black","Female",13
45600,22500,12,9,"no","Black","Male",19
72100,22500,12,9,"no","Black","Female",7
0,12500,9,7,"no","Black","Female",4
0,17420.7361516035,7,3,"yes","Black","Female",1
2340,500,9,5,"yes","Black","Male",77
-23625,500,9,10.9474264705882,"yes","Black","Female",15
38975,500,9,10.9474264705882,"yes","Black","Female",8
-4850,12500,10,6,"yes","Black","Female",10
0,12500,10,10.9474264705882,"yes","Black","Male",4
7990,500,10,10.9474264705882,"yes","Black","Female",6
-3850,17420.7361516035,4,3,"yes","Black","Female",20
0,17420.7361516035,7,6,"yes","Black","Male",4
0,5500,11,10.9474264705882,"yes","Black","Male",4
1950,5500,11,10.9474264705882,"yes","Black","Male",17
47700,2500,11,10.9474264705882,"yes","Black","Female",1
10300,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",5
26200,4500,8,10.9474264705882,"yes","Black","Female",6
11150,4500,10.8690857046641,10.9474264705882,"yes","Black","Female",2
146750,12500,11,2,"no","Black","Female",8
500,17420.7361516035,9,10.9474264705882,"yes","Black","Male",30
12421.5,17420.7361516035,11,2,"yes","Black","Male",5
0,17420.7361516035,11,9,"yes","Black","Male",4
113300,6500,10.8690857046641,10.9474264705882,"no","Black","Male",18
26700,17420.7361516035,7,10.9474264705882,"yes","Black","Female",5
152000,17420.7361516035,7,10.9474264705882,"yes","Black","Male",7
29000,17500,9,4,"no","Black","Male",4
110000,17500,10.8690857046641,10.9474264705882,"no","Black","Female",4
0,7500,7,5,"no","Black","Female",8
-20407,4500,8,10.9474264705882,"yes","Black","Female",9
-8000,17420.7361516035,8,10.9474264705882,"yes","Black","Female",6
-26711.5,4500,8,10.9474264705882,"yes","Black","Female",23
10150,2500,8,10.9474264705882,"yes","Black","Male",2
250,5500,10.8690857046641,10.9474264705882,"yes","Black","Male",1
10000,5500,11,10,"yes","Black","Male",13
311850,5500,11,12,"yes","Black","Male",8
51000,12500,11,7,"no","Black","Female",28
211000,17500,11,9,"no","Black","Male",45
600,12500,11,10,"no","Black","Female",11
0,12500,12,11,"yes","Black","Male",70
-26750,12500,12,11,"yes","Black","Female",54
-2500,5500,11,10.9474264705882,"yes","Black","Female",12
551100,12500,11,10.9474264705882,"no","Black","Male",22
47500,17420.7361516035,9,9,"yes","Black","Male",4
-3500,17420.7361516035,6,9,"yes","Black","Male",13
92650,12500,7,3,"yes","Black","Female",21
0,8500,8,9,"no","Black","Female",20
308500,4500,8,8,"yes","Black","Male",38
11100,3500,11,10.9474264705882,"yes","Black","Female",1
70000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Male",1
46000,17420.7361516035,10,11,"yes","Black","Male",5
12500,17420.7361516035,10,10.9474264705882,"yes","Black","Male",38
156000,17420.7361516035,12,12,"yes","White","Male",4
0,8500,7,9,"yes","White","Male",10
51786,12500,6,5,"no","Black","Female",10
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",4
24750,5500,12,13,"no","Black","Male",28
154250,12500,12,8,"no","Black","Male",7
96250,17420.7361516035,11,8,"yes","Black","Male",45
-1750,17420.7361516035,11,9,"yes","Black","Male",18
190000,17420.7361516035,11,12,"yes","Black","Male",14
24750,17420.7361516035,11,9,"yes","Black","Male",8
66550,17420.7361516035,9,0,"yes","Black","Male",27
18961.5,17420.7361516035,9,10.9474264705882,"yes","Black","Female",9
1400,17420.7361516035,8,6,"yes","Black","Male",3
4212.5,17420.7361516035,7,10.9474264705882,"yes","Black","Male",1
1450,22500,6,0,"no","Black","Female",16
48286.5,22500,5,5,"no","Black","Male",29
5000,6500,11,5,"yes","Black","Female",29
24500,17500,12,12,"no","Black","Female",7
40500,8500,12,7,"no","Black","Male",62
24000,9500,9,10.9474264705882,"no","Black","Female",27
30000,17420.7361516035,12,8,"yes","Black","Male",6
30687.5,8500,8,4,"no","Black","Male",34
-20000,6500,10,11,"yes","Black","Male",18
-20000,6500,6,12,"yes","Black","Male",17
41800,17420.7361516035,12,12,"yes","White","Male",32
0,7500,11,3,"yes","Black","Male",12
0,3500,9,10.9474264705882,"yes","Black","Female",8
23250,6500,12,6,"yes","Black","Male",17
6750,8500,11,10.9474264705882,"yes","Black","Female",34
87900,7500,11,10.9474264705882,"yes","Black","Female",38
-3000,17420.7361516035,11,10.9474264705882,"yes","Black","Female",32
169500,17420.7361516035,4,9,"yes","Hispanic","Female",59
36160,37500,12,15,"no","Black","Female",41
465500,37500,12,16,"no","Black","Female",46
-226969.5,2500,12,12,"yes","Black","Female",19
60100,17420.7361516035,12,12,"yes","Black","Male",19
220250,17420.7361516035,9,10,"yes","Hispanic","Male",39
370350,17420.7361516035,14,18,"yes","Black","Male",25
94550,17500,5,4,"no","Hispanic","Female",8
-4750,17500,5,4,"no","Hispanic","Female",15
20000,17420.7361516035,6,9,"yes","Hispanic","Female",22
0,17420.7361516035,3,10.9474264705882,"yes","Hispanic","Female",7
343000,6500,6,10.9474264705882,"yes","Hispanic","Female",4
42900,8500,5,10.9474264705882,"yes","Hispanic","Female",25
-124375,8500,5,10.9474264705882,"yes","Hispanic","Female",21
3700,12500,12,12,"no","White","Female",7
35750,7500,9,10.9474264705882,"no","Black","Male",6
0,4500,11,10.9474264705882,"yes","Black","Female",4
6875,17420.7361516035,6,10.9474264705882,"yes","Black","Female",7
403850,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",36
3965.5,4500,8,10,"yes","Black","Male",8
-250,5500,6,10.9474264705882,"yes","Black","Male",1
86530,5500,1,9,"yes","Hispanic","Male",11
122550,5500,1,9,"yes","Hispanic","Male",14
188250,5500,2,9,"yes","White","Male",2
0,5500,2,9,"yes","Hispanic","Male",3
338250,4500,3,12,"yes","White","Female",55
-700,6500,10.8690857046641,10.9474264705882,"no","Black","Male",29
-750,8500,7,10.9474264705882,"yes","Hispanic","Female",1
239600,8500,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",9
934288,37500,12,11,"no","Hispanic","Male",80
510250,17420.7361516035,12,12,"yes","Hispanic","Female",57
12500,17500,12,11,"no","Black","Female",14
1500,17500,10.8690857046641,10.9474264705882,"no","Black","Male",35
108500,12500,11,12,"no","Hispanic","Female",42
0,22500,12,16,"no","Hispanic","Male",73
5000,6500,11,10.9474264705882,"yes","Black","Male",6
0,17420.7361516035,11,10.9474264705882,"yes","White","Female",6
0,6500,11,10.9474264705882,"yes","Black","Male",4
2025,17420.7361516035,10.8690857046641,12,"yes","Black","Female",6
-2500,6500,10.8690857046641,10.9474264705882,"no","Black","Male",16
0,9500,3,8,"no","Hispanic","Female",1
24850,17500,10.8690857046641,12,"no","Hispanic","Female",44
0,8500,12,10.9474264705882,"no","Black","Male",23
58250,6500,12,12,"yes","Black","Male",24
4500,6500,7,7,"yes","White","Female",12
-48000,5500,10.8690857046641,10.9474264705882,"yes","White","Male",30
334409,17500,10.8690857046641,10.9474264705882,"no","White","Male",32
0,2500,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",9
0,2500,7,3,"yes","Hispanic","Female",14
1000,12500,3,10.9474264705882,"no","Hispanic","Female",29
28500,12500,3,10.9474264705882,"no","Hispanic","Female",16
1181216,12500,12,10.9474264705882,"no","Black","Male",57
1927.5,8500,12,10.9474264705882,"no","Black","Female",16
311992,17500,11,10.9474264705882,"no","Black","Female",38
7650,17420.7361516035,9,9,"yes","Black","Female",17
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",2
60026,5500,10,12,"yes","Black","Male",5
0,5500,12,12,"yes","Black","Female",3
148200,7500,8,8,"yes","Hispanic","Male",3
3725,3500,10.8690857046641,6,"yes","Hispanic","Female",20
5750,17500,16,8,"no","Hispanic","Male",50
109050,17420.7361516035,10,0,"yes","Black","Male",19
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",1
-10000,6500,2,1,"yes","Hispanic","Female",16
0,6500,1,1,"yes","Hispanic","Male",1
575800,3500,8,3,"yes","Hispanic","Male",71
16400,4500,14,10.9474264705882,"yes","Black","Male",50
-1500,5500,3,0,"yes","Black","Female",9
0,7500,5,3,"yes","Hispanic","Male",2
0,7500,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",5
2943,3500,9,3,"yes","Hispanic","Female",3
-54900,17420.7361516035,8,8,"yes","Hispanic","Male",14
9500,6500,10,12,"no","Hispanic","Male",8
84000,4500,2,3,"yes","Hispanic","Male",10
7400,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",19
73100,6500,9,11,"yes","Hispanic","Male",24
12500,4500,8,12,"yes","Black","Male",19
64000,9500,12,8,"no","White","Male",29
12750,17500,10,12,"no","Black","Male",38
454600,17500,6,6,"no","Hispanic","Male",95
3500,17420.7361516035,3,6,"yes","Hispanic","Female",2
657000,17500,12,12,"no","White","Male",31
51500,1500,3,8,"yes","Hispanic","Male",6
16600,7500,9,10.9474264705882,"no","Hispanic","Female",65
11500,2500,8,8,"yes","Hispanic","Male",67
2510,3500,8,14,"yes","Hispanic","Female",6
2350,4500,0,2,"yes","Hispanic","Male",17
1375354.5,12500,9,12,"no","Hispanic","Female",69
141164.5,12500,9,12,"no","Hispanic","Female",73
261750,12500,9,12,"no","Hispanic","Female",48
-1550,1500,12,8,"yes","Black","Male",13
89000,12500,12,12,"no","White","Female",57
-28500,17420.7361516035,9,0,"yes","Hispanic","Female",5
71443.5,12500,10,12,"no","Hispanic","Female",42
2147970.5,12500,14,12,"no","Hispanic","Male",12
95000,37500,12,12,"no","Black","Male",50
29002.5,37500,12,12,"no","Black","Male",34
50150,17420.7361516035,14,15,"yes","Black","Female",26
853150,37500,18,14,"no","Black","Male",80
355900,17420.7361516035,12,12,"yes","Black","Female",20
0,17420.7361516035,12,12,"yes","Black","Male",8
-22587.5,37500,16,12,"no","White","Female",60
0,4500,11,12,"yes","Black","Male",48
375500,17420.7361516035,12,11,"yes","Black","Male",65
126200,37500,16,17,"no","Black","Female",47
98400,37500,16,17,"no","Black","Female",83
13000,37500,12,9,"no","White","Male",32
4550,17500,10.8690857046641,10.9474264705882,"no","Black","Female",7
132350,37500,14,12,"no","Black","Male",59
15500,37500,16,16,"no","Black","Male",43
-6000,37500,14,12,"no","Black","Male",35
138875,17420.7361516035,12,10,"yes","Black","Female",27
15062.5,7500,7,10.9474264705882,"no","White","Male",26
0,6500,7,9,"yes","Black","Male",11
47000,6500,9,7,"yes","Black","Female",2
-52687,6500,9,10,"yes","Black","Male",36
-24500,37500,12,12,"no","Black","Male",20
1200,6500,11,7,"no","Black","Male",6
22300,6500,11,5,"no","Black","Male",24
137000,8500,12,12,"no","White","Female",67
110000,37500,11,10,"no","Black","Male",16
70750,37500,10,9,"no","Black","Female",22
99000,17500,14,20,"no","Hispanic","Female",29
246000,5500,9,9,"yes","Black","Female",22
298800,5500,12,10.9474264705882,"yes","White","Male",15
29700,17420.7361516035,7,12,"yes","Hispanic","Male",20
200,17420.7361516035,6,6,"yes","Hispanic","Female",13
8000,22500,4,6,"no","Hispanic","Male",22
433500,37500,7,10.9474264705882,"no","Hispanic","Male",2
164000,22500,6,10,"no","Hispanic","Male",46
289500,22500,8,9,"no","Hispanic","Female",42
336714.5,17420.7361516035,13,11,"yes","White","Male",11
15000,37500,14,12,"no","Black","Male",79
593000,6500,10,12,"yes","Black","Male",15
600,6500,10,9,"yes","Black","Male",4
5,6500,12,12,"no","Black","Female",11
0,17500,10,10,"no","Black","Male",17
0,22500,10,10.9474264705882,"no","Black","Female",6
110000,22500,12,12,"no","White","Male",2
226000,22500,10.8690857046641,10.9474264705882,"no","Black","Male",2
34625,22500,12,10,"no","Black","Male",38
41800,6500,10,10,"no","Black","Male",17
0,12500,4,5,"no","Hispanic","Male",49
7450,12500,6,5,"no","Hispanic","Male",17
-30250,17500,14,12,"no","Black","Male",49
-16050,17500,16,12,"no","Black","Female",35
452500,17500,18,16,"no","Black","Male",7
365500,17420.7361516035,8,10,"yes","Black","Female",38
443150,12500,12,11,"no","Hispanic","Male",39
4638096.5,37500,10,10,"no","Hispanic","Female",27
1030000,37500,10,10,"no","Hispanic","Female",15
750,37500,10.8690857046641,10.9474264705882,"no","Hispanic","Male",19
343000,37500,10,10,"no","Hispanic","Male",38
0,22500,12,11,"no","Black","Male",8
0,17420.7361516035,12,11,"yes","Black","Female",15
22200,17500,14,8,"no","Black","Female",14
-41700,17500,14,8,"no","Black","Female",28
105657.5,37500,12,15,"no","Hispanic","Male",11
98500,7500,12,9,"yes","Hispanic","Male",28
-43000,7500,12,9,"yes","Hispanic","Male",68
16015.5,7500,12,9,"yes","Hispanic","Male",28
-55000,9500,8,10.9474264705882,"yes","Black","Female",5
0,3500,10,12,"yes","Black","Female",19
0,17500,12,12,"no","Black","Female",2
35150,12500,14,12,"no","Black","Female",25
425,2500,10,12,"yes","Black","Male",19
97500,17420.7361516035,11,10,"yes","Black","Female",2
-7700,9500,10,8,"no","Black","Female",54
446000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",3
9000,22500,10,12,"no","Black","Male",24
3550,17420.7361516035,10,6,"yes","Black","Female",28
45100,37500,10,4,"no","Black","Female",38
12350,37500,11,5,"no","Black","Male",21
2480,17420.7361516035,12,12,"yes","Black","Female",15
247,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",4
